Customer #,Full Name,DBA Name,Full Primary Address,Full Mailing Address,Work Phone #,NAICS Description
124585,MAHALO THERAPEUTIC MASSAGE LLC,MAHALO THERAPEUTIC MASSAGE,174 CLEVELAND AVE ATHENS  GA 30601,174 CLEVELAND AVE ATHENS  GA 30601,(706) 801-7760,OTHER HEALTH & PERSONAL CARE S
77090,NE GEORGIA HEARING CENTER,GEORGIA HEARING CENTER,150 NACOOCHEE AVE ATHENS  GA 30601,150 NACOOCHEE AVE ATHENS  GA 30601,(706) 546-5689,OTHER HEALTH & PERSONAL CARE S
132417,NOAH'S PLACE LEARNING CENTER LLC,NOAH'S PLACE LEARNING CENTER,350 B TIMOTHY RD ATHENS  GA 30606,350 B TIMOTHY RD ATHENS  GA 30606,(706) 850-7100,OTHER HEALTH & PERSONAL CARE S
129632,OCCUPATIONAL HEALTH CENTERS OF GEORGIA,CONCENTRA,1001 PRINCE AVE ATHENS  GA 30606-5801,4717 GETTYSBURG RD MECHANICSBURG  PA 17055,(404) 506-6866,OTHER HEALTH & PERSONAL CARE S
130789,OPTIMAL HEARING SYSTEMS LLC,OPTIMAL HEARING SYSTEMS LLC,1060 GAINES SCHOOL RD A4 ATHENS  GA 30605,PO BOX 6686 ATHENS  GA 30604,(706) 850-9660,OTHER HEALTH & PERSONAL CARE S
120613,PROSTHETIC CARE INC,PROCARE PROSTHETICS & ORTHOTICS,1135 PRINCE AVE ATHENS  GA 30606,4460 COMMERCE DR BUFORD  GA 30518,(706) 850-5668,OTHER HEALTH & PERSONAL CARE S
117585,RAINDROPS MASSAGE BY JENNIFER,RAINDROPS MASSAGE BY JENNIFER,975 GAINES SCHOOL RD SUITE B ATHENS  GA 30605,145 CANNON DR ATHENS  GA 30601,(727) 557-5930,OTHER HEALTH & PERSONAL CARE S
124981,RAY OF HOPE COUNSELING SERVICES,RAY OF HOPE COUNSELING SERVICES,1060 GAINES SCHOOL RD B3 ATHENS  GA 30605,4255 WADE GREEN RD #414 KENNESAW  GA 30144,(678) 213-2194,OTHER HEALTH & PERSONAL CARE S
67969,READY AND FORWARD ENT LLC,MIRACLE EAR ATLANTA,2440 W BROAD ST STE 1 ATHENS  GA 30606-3429,7291 NORTHPOINT PKWY STE 1710 ALPHARETTA  GA 30022,(706) 354-6770,OTHER HEALTH & PERSONAL CARE S
127890,REGENCY SOUTHERNCARE,REGENCY SOUTHERNCARE,825  BAXTER ST ATHENS  GA 30605,PO BOX 4060 ATTN: REGULATORY MOORESVILLE  NC 28117-4060,(706) 549-5558,OTHER HEALTH & PERSONAL CARE S
129960,REVIVE SKINCARE AND MASSAGE LLC,REVIVE SKINCARE AND MASSAGE LLC,485 HUNTINGTON RD STE 193 & 194 ATHENS  GA 30606-1845,PO BOX 947 STATHAM  GA 30666,(770) 307-6711,OTHER HEALTH & PERSONAL CARE S
102960,RIO BRAZILIAN WAX LLC,RIO BODYWAX,2113 W BROAD ST ATHENS  GA 30606,2113 W BROAD ST ATHENS  GA 30606,(706) 548-7777,OTHER HEALTH & PERSONAL CARE S
133246,RITUAL SPA LLC,RITUAL SPA LLC,468 N MILLEDGE AVE SUITE 101 ATHENS  GA 30606,185 GLENHAVEN AVE ATHENS  GA 30606,(404) 310-3779,OTHER HEALTH & PERSONAL CARE S
116405,SARAH K CHATFIELD LLC,SARAH K CHATFIELD LLC,1150 S MILLEDGE AVE SUITE 4 ATHENS  GA 30605-6723,1150 S MILLEDGE AVE SUITE 4 ATHENS  GA 30605-6723,(706) 621-3716,OTHER HEALTH & PERSONAL CARE S
121889,SECOND CHANCE RECOVERY CENTER,SECOND CHANCE RECOVERY CENTER,760 N CHASE ST ATHENS  GA 30601,PO BOX 5655 ATHENS  GA 30604,(706) 850-9880,OTHER HEALTH & PERSONAL CARE S
116920,SIGNATURE CARE OF GEORGIA LLC,SIGNATURE CARE OF GEORGIA LLC,172  HERRING  ST ATHENS  GA 30601,PO BOX 80044 ATHENS  GA 30608,(706) 224-4531,OTHER HEALTH & PERSONAL CARE S
131466,SIMPLY MUSCLES,SIMPLY MUSCLES,405 GAINES SCHOOL RD C1/C2 ATHENS  GA 30605-3123,405 GAINES SCHOOL RD C1/C2 ATHENS  GA 30605-3123,(762) 499-4144,OTHER HEALTH & PERSONAL CARE S
111332,SOMOS ON EXITO,SOMOS ON EXITO,50 GAINES SCHOOL RD 8-A ATHENS  GA 30605,50 GAINES SCHOOL RD 8-A ATHENS  GA 30605,(706) 351-9321,OTHER HEALTH & PERSONAL CARE S
123567,SPIRITUAL LOVING & CARING HOME,SPIRITUAL LOVING & CARING HOME,300 JOE CAREY DR WINTERVILLE  GA 30683,300 JOE CAREY DR WINTERVILLE  GA 30683,(706) 395-6568,OTHER HEALTH & PERSONAL CARE S
107886,TIGER LILY STUDIO LLC,TIGER LILY STUDIO LLC,700 OGLETHORPE AVE STE 5-B ATHENS  GA 30606,700 OGLETHORPE AVE STE 5-B ATHENS  GA 30606,,OTHER HEALTH & PERSONAL CARE S
126755,VEREEN COUNSELING SERVICES LLC,VEREEN COUNSELING SERVICES LLC,2047 PRINCE AVE STE C ATHENS  GA 30606,2047 PRINCE AVE STE C ATHENS  GA 30606,(706) 372-1371,OTHER HEALTH & PERSONAL CARE S
99978,VIRGINIA P MCKENNA M ED,VIRGINIA P MCKENNA M ED,1670 PRINCE AVE ATHENS  GA 30606,1670 PRINCE AVE ATHENS  GA 30606,(706) 338-3688,OTHER HEALTH & PERSONAL CARE S
123032,WINDRIFT CENTER ONE,EUROPEAN WAX CENTER,190 W BROAD ST B200 ATHENS  GA 30601,210 LAKESIDE DR NW KENNESAW  GA 30144,(404) 394-9672,OTHER HEALTH & PERSONAL CARE S
119540,WORKOUT WARRIORS LLC,DBA WOW FITNESS GROUP,212 KELLI DR ATHENS  GA 30606,212 KELLI DR ATHENS  GA 30606,(706) 201-5954,OTHER HEALTH & PERSONAL CARE S
129249,AT HOME STORES LLC,AT HOME,2656 ATLANTA HWY ATHENS  GA 30606-3341,1600 E PLANO PKWY PLANO  TX 75074,(214) 368-2525 301,OTHER HOME FURNISHINGS STORE
81718,ATHENA ENTERPRISES LLC,JUNK SOUTH,4120  LEXINGTON RD ATHENS  GA 30605,4120  LEXINGTON RD ATHENS  GA 30605,(855) 747-5865,OTHER HOME FURNISHINGS STORE
77128,BARKER'S ATHENS ART INC,ATHENS ART & FRAME,1285  CEDAR SHOALS DR ATHENS  GA 30605,1021 PARKWAY BLVD STE 111 ATHENS  GA 30606,(706) 208-8433,OTHER HOME FURNISHINGS STORE
79679,CREATIVE CREATIONS,CREATIVE CREATIONS,344 GREYSTONE TER ATHENS  GA 30606,344 GREYSTONE TER ATHENS  GA 30606,(706) 583-8333,OTHER HOME FURNISHINGS STORE
106239,DISCOUNT MATTRESS BUNKBEDS & MORE INC,THE SLEEP CENTER,3814 ATLANTA HWY ATHENS  GA 30606,3814 ATLANTA HWY ATHENS  GA 30606,(706) 206-7873,OTHER HOME FURNISHINGS STORE
125051,PARKER FAMILY FURNITURE,ATHENS FURNITURE WAREHOUSE,1942 LEXINGTON RD ATHENS  GA 30605,1942 LEXINGTON RD ATHENS  GA 30605,(706) 612-8004,OTHER HOME FURNISHINGS STORE
74405,RANEL PARKS,ATHENS FRAMING GALLERY,430 HAWTHORNE AVE ATHENS  GA 30606-2504,430 HAWTHORNE AVE ATHENS  GA 30606-2504,(706) 543-7263,OTHER HOME FURNISHINGS STORE
117221,ARROW SPACE FOR FAMILIES INC,ARROW,490 PULASKI ST ATHENS  GA 30601-2345,490 PULASKI ST ATHENS  GA 30601-2345,(706) 354-8383,OTHER INDIVIDUAL & FAMILY SERV
115433,CLAIRE N ZIMMERMAN LLC,CLAIRE N ZIMMERMAN LLC,1 HUNTINGTON RD STE 703 ATHENS  GA 30606-7214,1 HUNTINGTON RD STE 703 ATHENS  GA 30606-7214,(706) 425-8900,OTHER INDIVIDUAL & FAMILY SERV
126275,KATE S WOODS LPC,KATE S WOODS LPC,2047 PRINCE AVE STE C ATHENS  GA 30606,2047 PRINCE AVE STE C ATHENS  GA 30606,(706) 395-5262,OTHER INDIVIDUAL & FAMILY SERV
79400,KATHERYN DAVIS,CMC SERVS,101 WOODHAVEN CIR ATHENS  GA 30606-1952,PO BOX 49582 ATHENS  GA 30604,(706) 296-4823,OTHER INDIVIDUAL & FAMILY SERV
108428,LINDA CLOFINE LCSW INC,LINDA CLOFINE LCSW INC,598 S MILLEDGE AVE STE 5 ATHENS  GA 30605-1262,598 S MILLEDGE AVE STE 5 ATHENS  GA 30605-1262,(706) 353-0709,OTHER INDIVIDUAL & FAMILY SERV
125672,MELANIE VILLALTA LCSW LLC,MELANIE VILLALTA LCSW LLC,485 HUNTINGTON RD #197 ATHENS  GA 30606,485 HUNTINGTON RD #197 ATHENS  GA 30606,(706) 363-3352,OTHER INDIVIDUAL & FAMILY SERV
121135,PALM HOUSE RECOVERY CENTERS INC,PALM HOUSE RECOVERY CENTERS INC,610 OGLETHORPE AVE ATHENS  GA 30606,610 OGLETHORPE AVE ATHENS  GA 30606,(706) 543-0087,OTHER INDIVIDUAL & FAMILY SERV
77365,RANDALL JR DONALD A   PH D PC,RANDALL JR DONALD A   PH D PC,598 S MILLEDGE AVE ATHENS  GA 30605-1262,598 S MILLEDGE AVE STE 5 ATHENS  GA 30605-1262,(706) 353-0709,OTHER INDIVIDUAL & FAMILY SERV
80727,RENEWAL COUNSELING & CONSULTING LLC,RENEWAL COUNSELING & CONSULTING LLC,188 S MILLEDGE AVE STE 1 ATHENS  GA 30605,188 S MILLEDGE AVE STE 1 ATHENS  GA 30605,(706) 424-5888,OTHER INDIVIDUAL & FAMILY SERV
111481,RESTORATIVE THERAPY & CONSULTING,RESTORATIVE THERAPY & CONSULTING,1 HUNTINGTON RD #204 ATHENS  GA 30606-1638,PO BOX 49647 ATHENS  GA 30604,,OTHER INDIVIDUAL & FAMILY SERV
108738,THE NARRATIVE THERAPY INSTITUTE,THE NARRATIVE THERAPY INSTITUTE,159 OAK RIDGE AVE ATHENS  GA 30601,159 OAK RIDGE AVE ATHENS  GA 30601,,OTHER INDIVIDUAL & FAMILY SERV
122216,KANDRA LUMPKIN VIRGIN HAIR CONNECT,KANDRA LUMPKIN VIRGIN HAIR CONNECT,244 CHESTERTON DR ATHENS  GA 30607,244 CHESTERTON DR ATHENS  GA 30607,(706) 521-4310,OTHER INFORMATION SERVICES
132899,TORENA'S IFA SEMILORE BOTANICA,TORENA'S IFA SEMILORE BOTANICA,281 BIRCHVALLEY DR ATHENS  GA 30605,281 BIRCHVALLEY DR ATHENS  GA 30605,(706) 308-3590,OTHER INFORMATION SERVICES
128450,ATHENS REPORTING LLC,ATHENS REPORTING LLC,490 N THOMAS ST ATHENS  GA 30601,PO BOX 244 ATHENS  GA 30603,(770) 225-7663,OTHER LEGAL SERVICES
96170,ATHENS GAS AND WELDING SUPPLY INC,ATHENS GAS AND WELDING SUPPLY INC,1775 WINTERVILLE RD ATHENS  GA 30605,PO BOX 81073 ATHENS  GA 30608,(706) 549-4848,OTHER MISC NONDURABLE GOODS WH
77813,FLOWERS INC,BURTON & BURTON,325 CLEVELAND RD BOGART  GA 30622-1766,325 CLEVELAND RD BOGART  GA 30622-1766,(706) 548-1588,OTHER MISC NONDURABLE GOODS WH
78763,LOTUS INTERNATIONAL INC,LOTUS INTERNATIONAL INC,5 DAIRY PAK RD ATHENS  GA 30607,5 DAIRY PAK RD ATHENS  GA 30607,(706) 543-9703,OTHER MISCELLANEOUS DURABEL GO
78413,W W GRAINGER INC,W W GRAINGER INC,1205  COMMERCE RD ATHENS  GA 30607,251 LITTLE FALLS DR WILMINGTON  DE 19808,(847) 535-0946,OTHER MISCELLANEOUS DURABEL GO
79566,FERGUSON ENTERPRISES LLC,FERGUSON ENTERPRISES LLC,160 PARADISE BLVD ATHENS  GA 30607,PO BOX 2778 ATTN TAX-BL NEWPORT NEWS  VA 23609-0778,(770) 442-1800,OTHER MISCELLANEOUS NONDURABLE
82799,J & F BUSINESS CORPORATION,PERFUM PLACE,3700 ATLANTA HWY # 69 ATHENS  GA 30606-3155,3700 ATLANTA HWY # 69 ATHENS  GA 30606-3155,,OTHER MISCELLANEOUS NONDURABLE
78154,MBARE LTD,MBARE LTD,118 COMMERCE BLVD ATHENS  GA 30606,118 COMMERCE BLVD STE 2 ATHENS  GA 30606,(706) 354-1445,OTHER MISCELLANEOUS NONDURABLE
79658,CLASSIC HEADQUARTERS,CLASSIC HEADQUARTERS,410 ATHENA DR ATHENS  GA 30601-1617,410 ATHENA DR ATHENS  GA 30601-1617,(706) 546-9997,OTHER MOTOR VEH PARTS MANUFACT
77073,1ST FRANKLIN FINANCIAL CORP,1ST FRANKLIN FINANCIAL CORP,1550 LEXINGTON RD STE D ATHENS  GA 30605,PO BOX 80235 ATHENS  GA 30608,(706) 548-6357,OTHER NONDEPOSITORY CREDIT INT
76538,CLASSIC CASH INC (BROAD STREET),CLASSIC CASH,2141 W BROAD ST STE C ATHENS  GA 30606,PO BOX 6705 ATHENS  GA 30604,(706) 353-3473,OTHER NONDEPOSITORY CREDIT INT
77560,CLASSIC CASH INC (HAWTHORNEAVE),CLASSIC CASH,630  HAWTHORNE AVE ATHENS  GA 30606,PO BOX 6705 ATHENS  GA 30604,(706) 353-3473,OTHER NONDEPOSITORY CREDIT INT
77029,COVINGTON CREDIT CORP OF ATHENS GA03,COVINGTON CREDIT CORP OF ATHENS GA03,2475 JEFFERSON RD STE 600 ATHENS  GA 30607-1241,PO BOX 1947 GREENVILLE  SC 29602,(864) 233-9033,OTHER NONDEPOSITORY CREDIT INT
125820,CREDIT CENTRAL SOUTH LLC,CREDIT CENTRAL,112 ATHENS WEST PKWY STE A ATHENS  GA 30606-6999,700 E NORTH ST STE 15 GREENVILLE  SC 29601,(864) 770-8959,OTHER NONDEPOSITORY CREDIT INT
76786,FIRST AMERICAN TITLE LENDING OF GEORGIA LLC,FIRST AMERICAN TITLE LENDING OF GEORGIA LLC,2235 W BROAD ST STE C ATHENS  GA 30606,3855 N OCOEE ST 5TH FLR CLEVELAND  TN 37312,(706) 549-8797,OTHER NONDEPOSITORY CREDIT INT
121668,ONE MAIN FINANCIAL GROUP LLC,ONE MAIN FINANCIAL GROUP LLC,1860 BARNETT SHOALS RD STE 405 ATHENS  GA 30605,100 INTERNATIONAL DR 16TH FLOOR BALTIMORE  MD 21202,(706) 549-5360,OTHER NONDEPOSITORY CREDIT INT
78851,PROFESSIONAL FINANCIAL SERVICES OF GEORGIA LLC,PROFESSIONAL FINANCIAL SERVICES #1060,112 ATHENS WEST PKWY STE B ATHENS  GA 30606,PO BOX 811 SPARTANBURG  SC 29304,(706) 552-1288,OTHER NONDEPOSITORY CREDIT INT
121487,REGIONAL FINANCE COMPANY OF GEORGIA LLC,REGIONAL FINANCE COMPANY OF GEORGIA LLC,690 HIGHWAY 29 N #135 ATHENS  GA 30601,979 BATESVILLE RD SUITE B GREER  SC 29651,(864) 448-7000,OTHER NONDEPOSITORY CREDIT INT
77240,SECURITY FINANCE OF GEORGIA LLC #409,SECURITY FINANCE,3579 ATLANTA HWY ATHENS  GA 30606,PO BOX 811 SPARTANBURG  SC 29304,(706) 548-2270,OTHER NONDEPOSITORY CREDIT INT
74647,SERV LOAN CO,SERV LOAN CO,4036  LEXINGTON RD ATHENS  GA 30605,PO BOX 2935 GAINESVILLE  GA 30503,(770) 534-1094,OTHER NONDEPOSITORY CREDIT INT
101456,SUNSET FINANCE,FLIGHT FINANCE,3701 ATLANTA HWY UNIT 2 BOGART  GA 30622,510 MOUNTAIN VIEW DR STE 500 SENECA  SC 29672,(706) 354-8854,OTHER NONDEPOSITORY CREDIT INT
75121,SUNSET FINANCE CO OF MONROE LLC,SUNSET FINANCE COMPANY OF ATHENS,2205 LEXINGTON RD STE A ATHENS  GA 30605,510 MOUNTAIN VIEW DR STE 500 SENECA  SC 29672,(706) 546-5953,OTHER NONDEPOSITORY CREDIT INT
133542,GH EQUIPMENT LLC,GH EQUIPMENT LLC,275 COMMERCE BLVD ATHENS  GA 30606,275 COMMERCE BLVD ATHENS  GA 30606,(770) 601-7794,OTHER NONMETALLIC MINERAL MINI
77650,LEHIGH HANSON CORP,HANSON AGGREGATES SOUTHEAST,1300 WINTERVILLE RD ATHENS  GA 30605,PO BOX 660225 PROPERTY TAX DEPT DALLAS  TX 75266,(972) 657-4202,OTHER NONMETALLIC MINERAL MINI
121762,ADVANCED GYNECOLOGIC SURGERY CENTER,ADVANCED GYNECOLOGIC SURGERY CENTER,1000 HAWTHORNE AVE SUITE J ATHENS  GA 30606,1750 S LUMPKIN ST ATHENS  GA 30606,(706) 353-2550,OTHER OUTPATIENT CARE CENTERS
113307,ALLIANCE RECOVERY CENTER INC,ALLIANCE RECOVERY CENTER ATHENS,119 SYCAMORE DR ATHENS  GA 30606,1116 EAST PONCE DE LEON AVE DECATUR  GA 30030,(404) 377-7669,OTHER OUTPATIENT CARE CENTERS
76495,AMERICAN EYE SURGERY CENTER INC,CLEAR VIEW SURGERY CENTER,651 S MILLEDGE AVE ATHENS  GA 30605,651 S MILLEDGE AVE ATHENS  GA 30605,(706) 546-9290,OTHER OUTPATIENT CARE CENTERS
116185,ATHENS RENAL CENTER LLC,ATHENS RENAL CENTER LLC,2047 PRINCE AVE STE A ATHENS  GA 30606-6033,2047 PRINCE AVE STE A ATHENS  GA 30606-6033,(706) 549-2133,OTHER OUTPATIENT CARE CENTERS
125494,ATHENS SPINE PROCEDURAL CENTER LLC,ATHENS SPINE PROCEDURAL CENTER LLC,1550 TIMOTHY RD SUITE 103 ATHENS  GA 30606,1550 TIMOTHY RD SUITE 103 ATHENS  GA 30606,(706) 850-5667,OTHER OUTPATIENT CARE CENTERS
125028,BULLDOG URGENT CARE LLC,BULLDOG URGENT CARE LLC,494 BAXTER ST STE C ATHENS  GA 30605-6115,1004 MEMORIAL LN STE 200 SAVANNAH  GA 31410,(912) 472-0071,OTHER OUTPATIENT CARE CENTERS
90488,CLASSIC CITY DIALYSIS,CLASSIC CITY DIALYSIS,1686 PRINCE AVE ATHENS  GA 30606-6012,5200 VIRGINA WAY L&C DEPT BRENTWOOD  TN 37027,(706) 850-7400,OTHER OUTPATIENT CARE CENTERS
122382,HAWTHORNE SURGERY CENTER LLC,HAWTHORNE SURGERY CENTER LLC,1000 HAWTHORNE AVE STE U ATHENS  GA 30606,1000 HAWTHORNE AVE STE U ATHENS  GA 30606,(706) 247-0004,OTHER OUTPATIENT CARE CENTERS
126733,M&B IMAGING PC,M&B IMAGING PC,2485 JEFFERSON RD ATHENS  GA 30606,2200 CENTURY PKWY NE STE 600 ATLANTA  GA 30345,(706) 534-6006,OTHER OUTPATIENT CARE CENTERS
125215,SUMMIT BHC MONROE LLC,TWIN LAKES RECOVERY CENTER,723 BAXTER ST SUITE C ATHENS  GA 30605,389 HIGHWAY 11 SW MONROE  GA 30655,(770) 241-1593,OTHER OUTPATIENT CARE CENTERS
80775,TOTAL RENAL CARE INC,ATHENS EAST DIALYSIS #2281 5995,2026 S MILLEDGE AVE A2 ATHENS  GA 30605,5200 VIRGINIA WAY ATTN: LCC DEPT BRENTWOOD  TN 37027-7569,(706) 549-3082,OTHER OUTPATIENT CARE CENTERS
109988,UHS OF SUMMIT RIDGE LLC,SUMMIT RIDGE HOSPITAL,400 HAWTHORNE LN SUITES B AND C ATHENS  GA 30606,250 SCENIC HWY LAWRENCEVILLE  GA 30046,(706) 850-2990,OTHER OUTPATIENT CARE CENTERS
134212,URGENT CARE OF OCONEE,URGENT CARE OF OCONEE,2375 W BROAD ST ATHENS  GA 30606,2375 W BROAD ST ATHENS  GA 30606,(706) 567-6151,OTHER OUTPATIENT CARE CENTERS
127056,PLAYLIVE MUSIC LLC,PLAYLIVE MUSIC LLC,180 GREYSTONE TER ATHENS  GA 30606,180 GREYSTONE TER ATHENS  GA 30606,(478) 447-0999,OTHER PERFORMING ARTS COMPANIE
78165,A NAME FOR ALL SEASONS LLC,HOW II MFG INC,160 WINSTON DR STE 7 ATHENS  GA 30607-1177,160 WINSTON DR STE 7 ATHENS  GA 30607-1177,(706) 769-7461,OTHER PERSONAL & HOUSE GOODS R
78858,ESSIE BELL,ESSIE ALTERATIONS,100 WOODRIDGE CIR ATHENS  GA 30601,100 WOODRIDGE CIR ATHENS  GA 30601,(706) 549-0044,OTHER PERSONAL & HOUSE GOODS R
77984,JOSEPHINE KING,MONOGRAM BY JO KING,225 LOYS FARM RD ATHENS  GA 30605,225 LOYS FARM RD ATHENS  GA 30605,,OTHER PERSONAL & HOUSE GOODS R
74935,ORATILE M BRANCH,A PLUS ALTERATIONS,2440 W BROAD ST SUITE 3 ATHENS  GA 30606,2440 W BROAD ST SUITE 3 ATHENS  GA 30606,(706) 549-6591,OTHER PERSONAL & HOUSE GOODS R
77536,ROGER SCOGGINS,KITCHEN TABLE STEREO,130 BEVERLY DR ATHENS  GA 30606-1522,130 BEVERLY DR ATHENS  GA 30606-1522,(706) 355-3071,OTHER PERSONAL & HOUSE GOODS R
79594,THE FRET SHOP,THE FRET SHOP,100 LENOX RD ATHENS  GA 30606-3126,100 LENOX RD ATHENS  GA 30606-3126,(706) 549-1567,OTHER PERSONAL & HOUSE GOODS R
118934,XIAOYING CAO,ROSE ALTERATIONS,50 GAINES SCHOOL RD UNIT 3 ATHENS  GA 30605,140  CURTIS  DR ATHENS  GA 30605,,OTHER PERSONAL & HOUSE GOODS R
76188,ASHLEY BUGG BROWN,ATHENS CENTER FOR MASSAGE THERAPY,520  GAINES SCHOOL RD ATHENS  GA 30605,520  GAINES SCHOOL RD ATHENS  GA 30605,(706) 552-0774,OTHER PERSONAL CARE SERVICES
103708,BODY MECHANICS MASSAGE THERAPY LLC,BODY MECHANICS MASSAGE THERAPY LLC,594 OCONEE ST STE 200 ATHENS  GA 30605,594 OCONEE ST STE 200 ATHENS  GA 30605,(706) 338-9371,OTHER PERSONAL CARE SERVICES
130597,BRAIDS AND WEAVES BY CERE,BRAIDS AND WEAVES BY CERE,50 GAINES SCHOOL RD UNIT #12 ATHENS  GA 30605,5308 CATTAIL LN ATLANTA  GA 30349,(678) 851-4805,OTHER PERSONAL CARE SERVICES
78919,BRAMBLETT AMY LMT,BRAMBLETT AMY LMT,6 KESLER ST ATHENS  GA 30601,6 KESLER ST ATHENS  GA 30601,(706) 369-7595,OTHER PERSONAL CARE SERVICES
121057,CHICO LOU'S FINE TATTOO,CHICO LOU'S FINE TATTOO,1580 PRINCE AVE ATHENS  GA 30606,1580 PRINCE AVE ATHENS  GA 30606,(706) 543-3656,OTHER PERSONAL CARE SERVICES
121349,CLASSIC CITY INK,CLASSIC CITY INK,2440 WEST BROAD ST SUITE 16 ATHENS  GA 30606,2440 WEST BROAD ST SUITE 16 ATHENS  GA 30606,(706) 850-9707,OTHER PERSONAL CARE SERVICES
78596,COLEMAN BILL  LMT,COLEMAN BILL  LMT,1528 PRINCE AVE ATHENS  GA 30606,1528 PRINCE AVE ATHENS  GA 30606,(706) 227-1669,OTHER PERSONAL CARE SERVICES
99697,DRIFT WELLNESS STUDIO,DRIFT WELLNESS STUDIO,105 A CEDAR ROCK TRCE SUITE 4 ATHENS  GA 30605,105 A CEDAR ROCK TRCE SUITE 4 ATHENS  GA 30605,(706) 399-9796,OTHER PERSONAL CARE SERVICES
129128,ETHNIC BRAIDS,ETHNIC BRAIDS,2545 ATLANTA HWY SUITE A ATHENS  GA 30606-6919,2545 ATLANTA HWY SUITE A ATHENS  GA 30606-6919,(706) 351-0604,OTHER PERSONAL CARE SERVICES
132691,FOOT PALACE ATHENS LLC,FOOT PALACE,196 ALPS RD SUITE 31 ATHENS  GA 30606,PO BOX 5994 ATHENS  GA 30604,(706) 296-8535,OTHER PERSONAL CARE SERVICES
128127,INK 9 TATTOOS,INK 9 TATTOOS,3701 ATLANTA HWY UNIT 31 & 32 ATHENS  GA 30062,2673 ABELINE TRL SNELLVILLE  GA 30078,(678) 332-7931,OTHER PERSONAL CARE SERVICES
113639,JERIS FARMER LLC,BOMBSHELL CREATIONS,159 ONETA ST BLD 4 SUITE 8 ATHENS  GA 30601,151 SCOTTWOOD DR ATHENS  GA 30607-1338,(706) 714-1907,OTHER PERSONAL CARE SERVICES
78953,JOSEPH R FREEMAN,LIFEWORK,470 VINCENT DR ATHENS  GA 30607-1508,470 VINCENT DR ATHENS  GA 30607-1508,(706) 549-3853,OTHER PERSONAL CARE SERVICES
125566,MASSAGE AND BODY WORK OF ATHENS,MASSAGE AND BODY WORK OF ATHENS,489 N MILLEDGE AVE STE B ATHENS  GA 30601,210 POPLAR RIDGE DR MONROE  GA 30655,(706) 818-2139,OTHER PERSONAL CARE SERVICES
79792,O'GRADY LAUREN,O'GRADY LAUREN,675 PULASKI ST STE 1600 ATHENS  GA 30601-2384,675 PULASKI ST STE 1600 ATHENS  GA 30601-2384,(706) 206-0101,OTHER PERSONAL CARE SERVICES
94752,PALM BEACH TAN INC ATL020,PALM BEACH TAN INC ATL020,130 ALPS RD ATHENS  GA 30606,633 E STATE HWY 121 S STE 500 COPPELL  TX 75019,(706) 548-4054,OTHER PERSONAL CARE SERVICES
94753,PALM BEACH TAN INC ATL021,PALM BEACH TAN INC ATL021,1860 BARNETT SHOALS RD 300 ATHENS  GA 30605,633 E STATE HIGHWAY 121 S STE 500 COPPELL  TX 75019,(972) 966-5300,OTHER PERSONAL CARE SERVICES
123035,PINK GOBLIN TATTOO,PINK GOBLIN TATTOO,149 ONETA ST SUITE 6C8 ATHENS  GA 30601,149 ONETA ST SUITE 6C8 ATHENS  GA 30601,(423) 202-4052,OTHER PERSONAL CARE SERVICES
126859,RES-CARE,OPTIONS FOR SUPPORTED LIVING,105 WESTPARK DR SUITE A ATHENS  GA 30606-3174,105 WESTPARK DR SUITE A ATHENS  GA 30606-3174,,OTHER PERSONAL CARE SERVICES
128053,ROYAL ATHENS MASSAGE LLC,ROYAL ATHENS MASSAGE LLC,2109 W BROAD ST ATHENS  GA 30606,2109 W BROAD ST ATHENS  GA 30606,(706) 870-9420,OTHER PERSONAL CARE SERVICES
128575,SOUTHERN HOME CARE SERVICES INC,ALL WAYS CARING HOMECARE,105 WESTPARK DR SUITE A ATHENS  GA 30606-3174,105 WESTPARK DR SUITE A ATHENS  GA 30606-3174,(706) 353-6444,OTHER PERSONAL CARE SERVICES
112870,SUGAR MAGNOLIA MASSAGE,SUGAR MAGNOLIA MASSAGE,465 HUNTINGTON RD #160 ATHENS  GA 30605,465 HUNTINGTON RD #160 ATHENS  GA 30605,(413) 230-1576,OTHER PERSONAL CARE SERVICES
125952,TAN ATHENS LLC,TAN ATHENS,2361 W BROAD ST STE 3 ATHENS  GA 30606,2361 W BROAD ST STE 3 ATHENS  GA 30606,(706) 224-2876,OTHER PERSONAL CARE SERVICES
123114,TRUTHS & ROSES LLC,TRUTHS & ROSES LLC,149 ONETA ST UNIT 6C-1 ATHENS  GA 30601,149 ONETA ST UNIT 6C-1 ATHENS  GA 30601,(443) 928-8250,OTHER PERSONAL CARE SERVICES
131154,TULLIETTA WILSON,TULLIETTA WILSON,160 DEVONSHIRE DR ATHENS  GA 30606-3914,160 DEVONSHIRE DR ATHENS  GA 30606-3914,(706) 296-4992,OTHER PERSONAL CARE SERVICES
132195,URBAN SANCTUARY HOLDINGS LLC,URBAN SANCTUARY,810 N CHASE ST ATHENS  GA 30601,810 N CHASE ST ATHENS  GA 30601,(706) 613-3947,OTHER PERSONAL CARE SERVICES
76616,WALK THE LINE TATTOOS,WALK THE LINE TATTOOS,364 E BROAD ST A ATHENS  GA 30601-2819,364 E BROAD ST A ATHENS  GA 30601-2819,(706) 369-9424,OTHER PERSONAL CARE SERVICES
